Gene_ID,Locus_Tag,Feature_Type,Name,BlastRules,COG,EC,GO,KEGG,NCBIFam,PFAM,RFAM,RefSeq,SO,UniParc,UniRef
MPDKNC_02558,MPDKNC_02558,CDS,Ku protein,,COG1273|L,,0006303|0045027,K10979,,,,WP_238281256.1,0001217,UPI001EE22540,UniRef100_UPI001EE22540|UniRef50_O34859|UniRef90_A0A0M0GP10
MPDKNC_02559,MPDKNC_02559,CDS,DNA ligase D,,,6.5.1.1,0006303,K01971,,,,WP_238281258.1,0001217,UPI001EE2796E,UniRef100_UPI001EE2796E|UniRef50_W7KQQ1|UniRef90_A0A5D4S0T8
MPDKNC_02560,MPDKNC_02560,CDS,diaminopimelate epimerase,,,5.1.1.7,0008837|0009089,K01778,,,,WP_238281260.1,0001217,UPI001EE3250D,UniRef100_UPI001EE3250D|UniRef50_U5LED1|UniRef90_A0A0M0GPH0
MPDKNC_02561,MPDKNC_02561,CDS,Diaminopimelate epimerase,,,,,,,,,WP_053426851.1,0001217,UPI0006A9E736,UniRef100_A0A0M0GQ74|UniRef50_A0A2A8VFN9|UniRef90_A0A0M0GQ74
MPDKNC_02562,MPDKNC_02562,CDS,Permease,,COG2252|F,,,K06901,,,,WP_056536047.1,0001217,UPI0006FF855E,UniRef100_A0A5D4RZA8|UniRef50_V9HEK2|UniRef90_A0A0M0GQF6
MPDKNC_02563,MPDKNC_02563,CDS,6%2C7-dimethyl-8-ribityllumazine synthase,,COG0054|H,2.5.1.78,0000906|0009349,K00794,,,,WP_053426849.1,0001217,UPI0006A97880,UniRef100_A0A0M0GP05|UniRef50_O66529|UniRef90_A0A0M0GP05
MPDKNC_02564,MPDKNC_02564,CDS,bifunctional 3%2C4-dihydroxy-2-butanone-4-phosphate synthase/GTP cyclohydrolase II,,COG0807|H,3.5.4.25|4.1.99.12,0003935|0008686,K14652,,,,WP_079516220.1,0001217,UPI0009A6E90A,UniRef100_A0A5D4S376|UniRef50_Q81MB6|UniRef90_A0A0M0GP92
MPDKNC_02565,MPDKNC_02565,CDS,riboflavin synthase,,COG0307|H,2.5.1.9,0004746,K00793,,,,WP_238281262.1,0001217,UPI001EE235E8,UniRef100_UPI001EE235E8|UniRef50_A0A0U1KQL6|UniRef90_A0A5D4RY49
MPDKNC_02566,MPDKNC_02566,CDS,bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD,,COG1985|H,1.1.1.193|3.5.4.26,0008703|0008835,K11752,,,,WP_238281263.1,0001217,UPI001EE3A1B2,UniRef100_UPI001EE3A1B2|UniRef50_P17618|UniRef90_A0A5D4S2I3
MPDKNCJOEG_160,,regulatory_region,FMN riboswitch aptamer (RFN element),,,,,,,,RF00050,,0000035,,
MPDKNC_02567,MPDKNC_02567,CDS,WYL domain-containing protein,,,,,,,,,WP_079516222.1,0001217,UPI0009A76ABD,UniRef100_A0A5D4S3M1|UniRef50_A0A0M0GQ70|UniRef90_A0A0M0GQ70
MPDKNC_02568,MPDKNC_02568,CDS,DUF58 domain-containing protein,,,,,,,,,WP_238281265.1,0001217,UPI001EE37EC1,UniRef100_UPI001EE37EC1|UniRef50_A0A0V8HLM2|UniRef90_A0A0M0GQF1
MPDKNC_02569,MPDKNC_02569,CDS,PNPLA domain-containing protein,,COG4667|I,,,,,,,WP_238281267.1,0001217,UPI001EE39DAC,UniRef100_UPI001EE39DAC|UniRef50_Q81CP6|UniRef90_A0A0M0GP01
MPDKNC_02570,MPDKNC_02570,CDS,Nudix hydrolase domain-containing protein,,,,,,,,,WP_238281269.1,0001217,UPI001EE35E4A,UniRef100_UPI001EE35E4A|UniRef50_A0A0M0GSB5|UniRef90_A0A0M0GSB5
MPDKNC_02571,MPDKNC_02571,CDS,Transcriptional regulator,,COG2378|K,,,,,,,WP_238281271.1,0001217,UPI001EE1A3E6,UniRef100_UPI001EE1A3E6|UniRef50_A0A380XV48|UniRef90_A0A0M0GP87
MPDKNC_02572,MPDKNC_02572,CDS,DUF4870 domain-containing protein,,COG3296|R,,,K09940,,,,WP_056536027.1,0001217,UPI0007019D94,UniRef100_A0A5D4RYQ0|UniRef50_A0A0M0GT35|UniRef90_A0A5D4RYQ0
MPDKNC_02573,MPDKNC_02573,CDS,Undecaprenyl-diphosphatase,,,3.6.1.27,,K06153,,,,WP_079516749.1,0001217,UPI0009A69D4E,UniRef100_A0A5D4S2T7|UniRef50_Q81CP1|UniRef90_A0A0M0GT86
MPDKNC_02574,MPDKNC_02574,CDS,VTT domain-containing protein,,COG0586|M,,,K03975,,,,WP_056536023.1,0001217,UPI00070044D4,UniRef100_UPI00070044D4|UniRef50_A0A0J5SQX9|UniRef90_A0A0J5SQX9
MPDKNC_02575,MPDKNC_02575,CDS,Amidohydrolase,,,,,,,,,WP_053426840.1,0001217,UPI0006A9E5A1,UniRef100_A0A0M0GQ65|UniRef50_Q6HNU2|UniRef90_A0A0M0GQ65
MPDKNC_02576,MPDKNC_02576,CDS,Alanine acetyltransferase,,COG1670|JO,,,,,,,WP_056536020.1,0001217,UPI0006FA5BE5,UniRef100_A0A5D4S1P2|UniRef50_Q65MA5|UniRef90_A0A0M0GQE4
MPDKNC_02577,MPDKNC_02577,CDS,hypothetical protein,,,,,,,,,WP_238281272.1,0001217,UPI001EE2EFEA,UniRef100_UPI001EE2EFEA|UniRef50_A0A161SZQ4|UniRef90_A0A5D4S3M9
MPDKNC_02578,MPDKNC_02578,CDS,DUF2639 domain-containing protein,,,,,,,,,WP_079516227.1,0001217,UPI0009A56DCE,UniRef100_A0A5D4RYK9|UniRef50_A0A023CNL4|UniRef90_A0A5D4RYK9
MPDKNC_02579,MPDKNC_02579,CDS,undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase,,COG0707|M,2.4.1.227,0050511,K02563,,,,WP_053426837.1,0001217,UPI0006A989CA,UniRef100_A0A0M0GNZ4|UniRef50_Q812Y1|UniRef90_A0A0M0GNZ4
MPDKNC_02580,MPDKNC_02580,CDS,4%2C4'-diaponeurosporene oxygenase,,,1.14.99.44,,K10210,,,,WP_337946910.1,0001217,UPI003080D916,UniRef100_UPI003080D916|UniRef50_A0A6L6H0P4|UniRef90_A0A0J5V8B4
MPDKNC_02581,MPDKNC_02581,CDS,Glycosyltransferase 2-like domain-containing protein,,,,,K14597,,,,WP_238281274.1,0001217,UPI001EE185C2,UniRef100_UPI001EE185C2|UniRef50_A0A6F8TTS1|UniRef90_A0A0M0GRR4
MPDKNC_02582,MPDKNC_02582,CDS,Phospholipid/glycerol acyltransferase domain-containing protein,,COG0204|I,,,,,,,WP_079516229.1,0001217,UPI0009A75ED9,UniRef100_A0A5D4S3Z6|UniRef50_A0A0M0GPF6|UniRef90_A0A0M0GPF6
MPDKNC_02583,MPDKNC_02583,CDS,Carotenoid biosynthesis protein,,COG2324|I,,,,,,,WP_079516230.1,0001217,UPI0009A5D39D,UniRef100_A0A5D4RYR2|UniRef50_A0A0B5ARE4|UniRef90_A0A0M0GQ60
MPDKNC_02584,MPDKNC_02584,CDS,putative multidrug resistance protein NorM,,,,,,,,,WP_079516231.1,0001217,UPI0009A57E57,UniRef100_A0A5D4S2U7|UniRef50_Q9KEJ2|UniRef90_A0A0M0GQD9
MPDKNC_02585,MPDKNC_02585,CDS,3-ketoacyl-ACP reductase,,COG1028|I,,,,,,,WP_238281276.1,0001217,UPI001EE1D949,UniRef100_UPI001EE1D949|UniRef50_A0A0U5ASQ1|UniRef90_A0A0J5SFW4
MPDKNC_02586,MPDKNC_02586,CDS,SCP domain-containing protein,,COG2340|DR,,,,,,,WP_238281278.1,0001217,UPI001EE33C4B,UniRef100_UPI001EE33C4B|UniRef50_A0A075LIR0|UniRef90_A0A0M0GNY9
MPDKNC_02587,MPDKNC_02587,CDS,hypothetical protein,,,,,,,,,WP_079516233.1,0001217,UPI0009A75292,UniRef100_A0A5D4RZU6|UniRef50_A0A0J5T3K8|UniRef90_A0A0M0GP77
MPDKNC_02588,MPDKNC_02588,CDS,DNA alkylation repair protein,,,,,,,,,WP_048005792.1,0001217,UPI00064FB681,UniRef100_A0A0J5S8E9|UniRef50_A0A920BWS3|UniRef90_A0A0M0GPF1
MPDKNC_02589,MPDKNC_02589,CDS,MFS transporter,,COG2814|G,,,,,,,WP_238281279.1,0001217,UPI001EE16873,UniRef100_UPI001EE16873|UniRef50_A0A0E3WGY4|UniRef90_A0A0M0GQ55
MPDKNC_02590,MPDKNC_02590,CDS,HTH marR-type domain-containing protein,,COG1846|K,,,,,,,WP_238281281.1,0001217,UPI001EE1BC08,UniRef100_UPI001EE1BC08|UniRef50_A0A0P6VTG8|UniRef90_A0A0M0GQD4
MPDKNC_02591,MPDKNC_02591,CDS,Cobalamin biosynthesis protein,,COG0523|R,,,,,,,WP_238281283.1,0001217,UPI001EE324DB,UniRef100_UPI001EE324DB|UniRef50_A0A9W4L977|UniRef90_A0A0M0GNY4
MPDKNC_02592,MPDKNC_02592,CDS,Schlafen AlbA-2 domain-containing protein,,,,,,,,,WP_056535990.1,0001217,UPI0006FCF282,UniRef100_A0A5D4S2Y6|UniRef50_A0A0P6WAA0|UniRef90_A0A0M0GP72
MPDKNC_02593,MPDKNC_02593,CDS,Peptidase S41,,COG0793|O,,,,,,,,0001217,,UniRef50_A0A8B4Q9U6|UniRef90_A0A0M0GPE6
MPDKNC_02594,MPDKNC_02594,CDS,YitT family protein,,COG1284|S,,,,,,,WP_056535984.1,0001217,UPI0006F89DDB,UniRef100_A0A5D4S409|UniRef50_A0A0M0GQ51|UniRef90_A0A0M0GQ51
MPDKNC_02595,MPDKNC_02595,CDS,Peptidase M15,,COG1876|M,,,,,,,WP_273546579.1,0001217,UPI002358EE8A,UniRef100_UPI002358EE8A|UniRef50_I3E9J2|UniRef90_A0A0M0GQD0
MPDKNC_02596,MPDKNC_02596,CDS,purine-nucleoside phosphorylase,,,2.4.2.1,0004731|0006139,K03784,,,,,0001217,,UniRef50_P77835|UniRef90_A0A0P6W1X7
MPDKNC_02597,MPDKNC_02597,CDS,Shape determination protein YodL,,,,,,,,,WP_148984499.1,0001217,UPI0011E9767F,UniRef100_A0A5D4S0M7|UniRef50_A0A023CMZ5|UniRef90_A0A0M0GT30
MPDKNC_02598,MPDKNC_02598,CDS,Sporulation protein SpoOM,,COG4326|D,,,K06377,,,,WP_238281286.1,0001217,UPI001EE3176A,UniRef100_UPI001EE3176A|UniRef50_S2YMW9|UniRef90_A0A0M0GNX9
MPDKNC_02599,MPDKNC_02599,CDS,DUF2515 domain-containing protein,,,,,,,,,WP_238281288.1,0001217,UPI001EE27FDC,UniRef100_UPI001EE27FDC|UniRef50_A0A165J728|UniRef90_A0A0M0GT81
MPDKNC_02600,MPDKNC_02600,CDS,YozD family protein,,,,,,,,,WP_053426821.1,0001217,UPI0006A98CF4,UniRef100_A0A0M0GP67|UniRef50_O31863|UniRef90_A0A0M0GP67
MPDKNC_02601,MPDKNC_02601,CDS,hypothetical protein,,,,,,,,,WP_156450634.1,0001217,UPI000A4CE9D4,UniRef100_UPI000A4CE9D4|UniRef50_A0A6I6UKN7|UniRef90_UPI001653A001
MPDKNC_02602,MPDKNC_02602,CDS,YodN,,,,,,,,,WP_238281290.1,0001217,UPI001EE3157D,UniRef100_UPI001EE3157D|UniRef50_A0A1Q9PJ03|UniRef90_A0A0M0GPE1
MPDKNC_02603,MPDKNC_02603,CDS,UPF0346 protein FZC83_02670,,COG4479|S,,,,,,,WP_056535970.1,0001217,UPI0006F52553,UniRef100_A0A5D4S2Z3|UniRef50_Q03FA3|UniRef90_A0A5D4S2Z3
MPDKNC_02604,MPDKNC_02604,CDS,YokU family protein,,,,,,,,,WP_148984502.1,0001217,UPI0011E9426F,UniRef100_A0A5D4RYM2|UniRef50_A0A6F8TSS9|UniRef90_A0A0M0GQ46
MPDKNC_02605,MPDKNC_02605,CDS,lysine 2%2C3-aminomutase,,COG1509|E,5.4.3.2,0046440|0050066|0051539|1904047,K01843,,,,,0001217,,UniRef50_Q9XBQ8|UniRef90_A0A0M0GQC5
MPDKNC_02606,MPDKNC_02606,CDS,putative beta-lysine N-acetyltransferase,,,2.3.1.264,0008080,K21935,,,,WP_056535962.1,0001217,UPI0006F25C74,UniRef100_UPI0006F25C74|UniRef50_A0A0P6W446|UniRef90_A0A0M0GNX4
MPDKNC_02607,MPDKNC_02607,CDS,peptidase,,,,0016787,,,,,WP_238281292.1,0001217,UPI001EE3A0EB,UniRef100_UPI001EE3A0EB|UniRef50_O34984|UniRef90_A0A0M0GP64
MPDKNC_02608,MPDKNC_02608,CDS,CoA-transferase,,COG2057|I,,,,,,,WP_056535956.1,0001217,UPI0006F5B72F,UniRef100_A0A5D4S2W2|UniRef50_O34466|UniRef90_A0A0M0GPD6
MPDKNC_02609,MPDKNC_02609,CDS,CoA-transferase,,COG1788|I,,,,,,,WP_056535953.1,0001217,UPI0006F5A5DB,UniRef100_A0A5D4S0N9|UniRef50_O34317|UniRef90_A0A0M0GQ41
MPDKNC_02610,MPDKNC_02610,CDS,aspartate aminotransferase family protein,,COG0161|H,,0008483|0030170,,,,,WP_238281294.1,0001217,UPI001EE351C3,UniRef100_UPI001EE351C3|UniRef50_A0A0M0GQC1|UniRef90_A0A0M0GQC1
MPDKNC_02611,MPDKNC_02611,CDS,Chemotaxis protein,,COG5278|T,,,,,,,WP_179125828.1,0001217,UPI0015C4B666,UniRef100_UPI0015C4B666|UniRef50_A0A150L8A4|UniRef90_A0A0M0GS15
MPDKNC_02612,MPDKNC_02612,CDS,YjcZ family sporulation protein,,,,,,,,,,0001217,UPI0009A708D8,UniRef100_A0A5D4S3R4|UniRef50_A0A5D4S3R4|UniRef90_A0A5D4S3R4
MPDKNC_02613,MPDKNC_02613,CDS,PTS glucose transporter subunit IIA,,COG2190|G,,,,,,,WP_056535945.1,0001217,UPI0006F60557,UniRef100_UPI0006F60557|UniRef50_P50829|UniRef90_A0A0M0GNW9
MPDKNC_02614,MPDKNC_02614,CDS,Peptide methionine sulfoxide reductase MsrB,,COG0229|O,,,,,,,WP_079516248.1,0001217,UPI0009A90369,UniRef100_A0A5D4S300|UniRef50_A0A0M0GP59|UniRef90_A0A0M0GP59
MPDKNC_02615,MPDKNC_02615,CDS,Peptide methionine sulfoxide reductase MsrA,,COG0225|O,,,,,,,WP_056535938.1,0001217,UPI0006FF4B2B,UniRef100_A0A5D4RYN1|UniRef50_P65445|UniRef90_A0A0M0GSA8
MPDKNC_02616,MPDKNC_02616,CDS,ribosome small subunit-dependent GTPase A,,COG1162|J,3.1.3.100|3.6.1.-,0003924|0005525|0006412|0043022,K06949,,,,WP_056535935.1,0001217,UPI0006FC7F44,UniRef100_A0A5D4S428|UniRef50_A0A5D4NY23|UniRef90_A0A0M0GPD1
MPDKNC_02617,MPDKNC_02617,CDS,DUF4397 domain-containing protein,,,,,,,,,WP_238281296.1,0001217,UPI001EE16834,UniRef100_UPI001EE16834|UniRef50_U5LBA0|UniRef90_A0A0M0GQ36
MPDKNC_02618,MPDKNC_02618,CDS,group II intron reverse transcriptase/maturase,,,2.7.7.49,0000373|0003964,K00986,,,,WP_238281298.1,0001217,UPI001EE26109,UniRef100_UPI001EE26109|UniRef50_A0A533RYU7|UniRef90_A0A5D4RA42
MPDKNC_02619,MPDKNC_02619,CDS,DUF2140 domain-containing protein,,COG4698|S,,,,,,,WP_056535929.1,0001217,UPI0006F5FE69,UniRef100_A0A5D4S2X0|UniRef50_N0B2Y5|UniRef90_A0A0J5SEZ4
MPDKNC_02620,MPDKNC_02620,CDS,GDSL family lipase,,COG2755|DI,,,,,,,WP_235563522.1,0001217,UPI000A56B7E7,UniRef100_UPI000A56B7E7|UniRef50_A0A3L7JY49|UniRef90_A0A165J785
MPDKNC_02621,MPDKNC_02621,CDS,Lipoprotein,,,,,,,,,,0001217,,UniRef50_A0A176J6X1|UniRef90_A0A0M0GT25
MPDKNC_02622,MPDKNC_02622,CDS,DegV domain-containing protein,,COG1307|I,,,,,,,WP_056535923.1,0001217,UPI0006F94078,UniRef100_UPI0006F94078|UniRef50_U5LCK1|UniRef90_A0A0M0GP54
MPDKNC_02623,MPDKNC_02623,CDS,DUF2535 domain-containing protein,,,,,,,,,WP_056535920.1,0001217,UPI0006FCA73C,UniRef100_A0A5D4S1T2|UniRef50_A0A0P6W368|UniRef90_A0A0M0GPC7
MPDKNC_02624,MPDKNC_02624,CDS,Hemolysin D,,COG1272|U,,,,,,,,0001217,,UniRef50_P54175|UniRef90_A0A0M0GQ31
MPDKNC_02625,MPDKNC_02625,CDS,Dihydrofolate reductase,,COG0262|H,1.5.1.3,,K00287,,,,WP_238281300.1,0001217,UPI001EE335FD,UniRef100_UPI001EE335FD|UniRef50_A0A087LEM1|UniRef90_A0A0M0GQB2
MPDKNC_02626,MPDKNC_02626,CDS,thymidylate synthase,,COG0207|F,2.1.1.45,0004799|0006231,,,,,WP_238281302.1,0001217,UPI001EE3833C,UniRef100_UPI001EE3833C|UniRef50_P0A884|UniRef90_A0A0M0GNW1
MPDKNC_02627,MPDKNC_02627,CDS,ADP-ribose pyrophosphatase,,,,,,,,,WP_238281304.1,0001217,UPI001EE269BA,UniRef100_UPI001EE269BA|UniRef50_A0A3P5X5L5|UniRef90_A0A0M0GP50
MPDKNC_02628,MPDKNC_02628,CDS,YpjP-like protein,,,,,,,,,WP_056535908.1,0001217,UPI0006F73C50,UniRef100_A0A5D4S440|UniRef50_C5DAR0|UniRef90_A0A5D4S440
MPDKNC_02629,MPDKNC_02629,CDS,SAM-dependent methyltransferase,,,2.1.1.242,,K15984,,,,,0001217,,UniRef50_A0A6F8TUP8|UniRef90_A0A0M0GT77
MPDKNC_02630,MPDKNC_02630,CDS,BrxA/BrxB family bacilliredoxin,,,,,K26958,,,,WP_056535903.1,0001217,UPI000700519B,UniRef100_A0A5D4RYV6|UniRef50_P54170|UniRef90_A0A0M0GQ27
MPDKNC_02631,MPDKNC_02631,CDS,Virulence factor,,COG1413|R,,,,,,,WP_238281306.1,0001217,UPI001EE1B9AF,UniRef100_UPI001EE1B9AF|UniRef50_P54169|UniRef90_A0A0M0GQA7
MPDKNC_02632,MPDKNC_02632,CDS,ribosomal protection-like ABC-F family protein,,COG0488|R,,0003677|0005524|0016887,,,,,WP_238284432.1,0001217,UPI001EE1896F,UniRef100_UPI001EE1896F|UniRef50_A0A150K7Q7|UniRef90_A0A0M0GNV6
MPDKNC_02633,MPDKNC_02633,CDS,Phosphohydrolase,,COG1418|JR,,,K06950,,,,,0001217,,UniRef50_A0A0M0GRQ6|UniRef90_A0A0M0GRQ6
MPDKNC_02634,MPDKNC_02634,CDS,DegV family protein,,COG1307|I,,,,,,,WP_238281309.1,0001217,UPI001EE263D0,UniRef100_UPI001EE263D0|UniRef50_A0A0M0GP45|UniRef90_A0A0M0GP45
MPDKNC_02635,MPDKNC_02635,CDS,DUF4268 domain-containing protein,,,,,,,,,WP_056535891.1,0001217,UPI0006FD8FB3,UniRef100_UPI0006FD8FB3|UniRef50_A0A0P6WQJ4|UniRef90_A0A0J5V9Z8
MPDKNC_02636,MPDKNC_02636,CDS,formate--tetrahydrofolate ligase,,COG2759|F,6.3.4.3,0004329|0005524,,,,,WP_238281311.1,0001217,UPI001EE2DE09,UniRef100_UPI001EE2DE09|UniRef50_Q5HF42|UniRef90_A0A0M0GQ23
MPDKNC_02637,MPDKNC_02637,CDS,Methyltransferase,,COG2226|HJ,,,,,,,WP_079516754.1,0001217,UPI0009A71233,UniRef100_A0A5D4S0U2|UniRef50_A0A0M0GQA3|UniRef90_A0A0M0GQA3
MPDKNC_02638,MPDKNC_02638,CDS,DUF3892 domain-containing protein,,,,,,,,,WP_218246056.1,0001217,UPI001C466B65,UniRef100_UPI001C466B65|UniRef50_A0A0M0GNV1|UniRef90_A0A0M0GNV1
MPDKNC_02639,MPDKNC_02639,CDS,transcriptional regulator MntR,,COG1321|K,,0003677|0003700|0006355,K11924,,,,WP_053426793.1,0001217,UPI0006A9EB16,UniRef100_A0A0M0GP40|UniRef50_A0A5P9HVF5|UniRef90_A0A0M0GP40
MPDKNC_02640,MPDKNC_02640,CDS,Iron ABC transporter,,COG1108|P,,,K11709,,,,WP_238281313.1,0001217,UPI001EE23ABC,UniRef100_UPI001EE23ABC|UniRef50_O34500|UniRef90_A0A0M0GPB3
MPDKNC_02641,MPDKNC_02641,CDS,Metal ABC transporter permease,,COG1108|P,,,K11708,,,,WP_238281315.1,0001217,UPI001EE39322,UniRef100_UPI001EE39322|UniRef50_A0A6F8TUZ6|UniRef90_A0A5D4RYW5
MPDKNC_02642,MPDKNC_02642,CDS,Manganese ABC transporter ATP-binding protein,,COG1121|P,,,,,,,WP_079516260.1,0001217,UPI0009A58FB2,UniRef100_A0A5D4S2Y4|UniRef50_A0A517XTG5|UniRef90_A0A0M0GQ19
MPDKNC_02643,MPDKNC_02643,CDS,Manganese transporter,,COG0803|P,,,K11707,,,,WP_238281317.1,0001217,UPI001EE33D0E,UniRef100_UPI001EE33D0E|UniRef50_A0A0A1MMK7|UniRef90_A0A0M0GQ99
MPDKNC_02644,MPDKNC_02644,CDS,cold-shock protein CspD,WP_003230776,COG1278|K,,0003677|0005737,K03704,,,,WP_048005834.1,0001217,UPI00064E6B79,UniRef100_A0A0J5SEB0|UniRef50_P42016|UniRef90_P42016
MPDKNC_02645,MPDKNC_02645,CDS,hypothetical protein,,,,,,,,,,0001217,,UniRef50_A0A0J5S8S1
MPDKNC_02646,MPDKNC_02646,CDS,RNase H type-1 domain-containing protein,,COG0328|L,,,,,,,,0001217,,UniRef50_A0A0P6W352|UniRef90_A0A0M0GS12
MPDKNC_02647,MPDKNC_02647,CDS,Ribonuclease H,,COG0328|L,,,,,,,WP_079516264.1,0001217,UPI0009A87060,UniRef100_A0A5D4RYR7|UniRef50_A0A0Q9YEE5|UniRef90_A0A0M0GP35
MPDKNC_02648,MPDKNC_02648,CDS,DUF6123 domain-containing protein,,,,,,,,,WP_079516265.1,0001217,UPI0009A71177,UniRef100_A0A5D4S326|UniRef50_A0A3Q9QTT9|UniRef90_A0A0M0GPA8
MPDKNC_02649,MPDKNC_02649,CDS,Divergent PAP2 family protein,,COG1963|R,,,K09775,,,,WP_238281319.1,0001217,UPI001EE28010,UniRef100_UPI001EE28010|UniRef50_A0A0D0FVX9|UniRef90_A0A5D4RYR3
MPDKNC_02650,MPDKNC_02650,CDS,5'-3' exonuclease,,COG0258|L,,,,,,,,0001217,,UniRef50_P54161|UniRef90_A0A0M0GSA3
MPDKNC_02651,MPDKNC_02651,CDS,3-mercaptopyruvate sulfurtransferase,,,,,,,,,WP_238281320.1,0001217,UPI001EE23422,UniRef100_UPI001EE23422|UniRef50_A0A0J5SWT4|UniRef90_A0A0M0GQ94
MPDKNC_02652,MPDKNC_02652,CDS,Uracil-DNA glycosylase,,,,,,,,,WP_056535853.1,0001217,UPI0006F83160,UniRef100_UPI0006F83160|UniRef50_A0A1B1Z9A8|UniRef90_A0A0M0GNU4
MPDKNC_02653,MPDKNC_02653,CDS,Dynamin N-terminal domain-containing protein,,,,,,,,,WP_238281322.1,0001217,UPI001EE2E921,UniRef100_UPI001EE2E921|UniRef50_A0A0M0GT20|UniRef90_A0A0M0GT20
MPDKNC_02654,MPDKNC_02654,CDS,hypothetical protein,,,,,,,,,WP_156450632.1,0001217,UPI000AC32ADD,UniRef100_UPI000AC32ADD|UniRef50_UPI000AC32ADD|UniRef90_UPI000AC32ADD
MPDKNC_02655,MPDKNC_02655,CDS,Isoprenylcysteine carboxyl methyltransferase,,,,,K16168,,,,,0001217,,UniRef50_A0A8J2VNP6|UniRef90_A0A0M0GP31
MPDKNC_02656,MPDKNC_02656,CDS,Chalcone synthase,,COG3424|Q,,,,,,,,0001217,,UniRef50_P54157|UniRef90_A0A0M0GPA5
MPDKNC_02657,MPDKNC_02657,CDS,Cytochrome B5,,C|COG1622,,,,,,,WP_079516271.1,0001217,UPI0009A700C9,UniRef100_A0A5D4RYT0|UniRef50_A0A239ZAT7|UniRef90_A0A0M0GQ11
MPDKNC_02658,MPDKNC_02658,CDS,Cytochrome C,,C|COG0843,,,,,,,WP_238281329.1,0001217,UPI001EE15DA5,UniRef100_UPI001EE15DA5|UniRef50_I0JT22|UniRef90_A0A0M0GQ91
MPDKNC_02659,MPDKNC_02659,CDS,Metal-dependent carboxypeptidase,,COG2317|O,3.4.17.19,,K01299,,,,WP_238281331.1,0001217,UPI001EE20403,UniRef100_UPI001EE20403|UniRef50_A8FEE8|UniRef90_A0A0M0GNU0
MPDKNC_02660,MPDKNC_02660,CDS,ATP-dependent helicase,,COG1199|L,5.6.2.3,,K03722,,,,WP_238281333.1,0001217,UPI001EE1D398,UniRef100_UPI001EE1D398|UniRef50_P50831|UniRef90_A0A0M0GP24
MPDKNC_02661,MPDKNC_02661,CDS,hypothetical protein,,,,,,,,,WP_159640171.1,0001217,UPI000A7D1B37,UniRef100_A0A5D4RYY5|UniRef50_A0A5D4RYY5|UniRef90_A0A5D4RYY5
MPDKNC_02662,MPDKNC_02662,CDS,RNA methyltransferase,,COG0116|J,,,,,,,WP_238284435.1,0001217,UPI001EE1FE6B,UniRef100_UPI001EE1FE6B|UniRef50_P50840|UniRef90_A0A0M0GPA2
MPDKNC_02663,MPDKNC_02663,ncRNA,Bacterial RNase P class B,,,,,,,,RF00011,,0000386,,
MPDKNC_02664,MPDKNC_02664,CDS,cell division regulator GpsB,,COG3599|D,,,,,,,,0001217,,UniRef50_Q9KC05|UniRef90_A0A0P6W1V1
MPDKNC_02665,MPDKNC_02665,CDS,UPF0398 protein AF331_03485,,COG4474|X,,,,,,,WP_238281334.1,0001217,UPI001EE1CF58,UniRef100_UPI001EE1CF58|UniRef50_P50838|UniRef90_A0A0M0GQ07
MPDKNC_02666,MPDKNC_02666,CDS,CotD,,COG5879|D,,,K06327,,,,WP_053426774.1,0001217,UPI0006A95ACA,UniRef100_A0A0M0GQ87|UniRef50_A0A0Q9Y5M9|UniRef90_A0A0M0GQ87
MPDKNC_02667,MPDKNC_02667,CDS,YprB ribonuclease H-like domain-containing protein,,,,,K07502,,,,WP_238281336.1,0001217,UPI001EE1F676,UniRef100_UPI001EE1F676|UniRef50_A0A370GHB1|UniRef90_A0A0M0GNT6
MPDKNC_02668,MPDKNC_02668,CDS,ATP-dependent helicase,,COG1205|L,,,K06877,,,,WP_238284436.1,0001217,UPI001EE1E2D7,UniRef100_UPI001EE1E2D7|UniRef50_P50830|UniRef90_A0A0M0GP20
MPDKNC_02669,MPDKNC_02669,CDS,SHSP domain-containing protein,,COG0071|O,,,,,,,WP_056535821.1,0001217,UPI0006F91D85,UniRef100_A0A5D4S3W4|UniRef50_A0A0M0GP97|UniRef90_A0A0M0GP97
MPDKNC_02670,MPDKNC_02670,CDS,YppG-like protein,,COG5894|D,,,,,,,WP_056535818.1,0001217,UPI0006F590B5,UniRef100_A0A5D4RYU2|UniRef50_A0A6I6UUL6|UniRef90_A0A5D4RYU2
MPDKNC_02671,MPDKNC_02671,CDS,YppF-like protein,,,,,,,,,WP_238281338.1,0001217,UPI001EE1C60A,UniRef100_UPI001EE1C60A|UniRef50_A0A0P6VXH4|UniRef90_A0A5D4S344
MPDKNC_02672,MPDKNC_02672,CDS,DUF1798 domain-containing protein,,,,,,,,,WP_056535814.1,0001217,UPI0006FD2376,UniRef100_UPI0006FD2376|UniRef50_A0A0M0GQ04|UniRef90_A0A0M0GQ04
MPDKNC_02673,MPDKNC_02673,CDS,hypothetical protein,,,,,,,,,WP_238281340.1,0001217,UPI001EE1E62E,UniRef100_UPI001EE1E62E|UniRef50_A0A5D4S487|UniRef90_A0A5D4S487
